date,unit_sales,onpromotion,unit_sales_log,is_outlier,year,month,day,day_of_week,unit_sales_7d_avg,is_holiday,dcoilwtico,lag_1,lag_6,lag_7,lag_8,lag_14,unit_sales_7d_std
2013-02-07,109033.61514328796,0.0,1.4189271860056591,192,2013,2,7,3,5.513031341452515,0,95.84,110728.83869564018,114410.59334664003,107051.42123605608,110841.65442912391,104745.29140352934,6830.202966376664
2013-02-08,114818.91541287114,0.0,1.4402742430923552,226,2013,2,8,4,5.515837370110745,0,95.71,109033.61514328796,125110.56260609473,114410.59334664003,107051.42123605608,108329.31521362884,6830.010595604454
2013-02-09,121949.28545563588,0.0,1.4815962636592057,241,2013,2,9,5,5.494112768345587,0,95.71,114818.91541287114,123337.74825825599,125110.56260609473,114410.59334664003,114673.06278664211,6088.328026445436
2013-02-10,111851.77305400233,0.0,1.4329172077732493,194,2013,2,10,6,5.415180037894959,0,95.71,121949.28545563588,110557.28347557112,123337.74825825599,125110.56260609473,115838.49058146312,4579.705215329035
2013-02-11,105462.33503634088,0.0,1.4032304572533942,173,2013,2,11,0,5.38016706035826,1,97.01,111851.77305400233,109055.62715731417,110557.28347557112,123337.74825825599,106786.28266105588,5301.092443961248
2013-02-12,107930.68897410273,0.0,1.4163094337540627,187,2013,2,12,1,5.372436376562585,1,97.48,105462.33503634088,110728.83869564018,109055.62715731417,110557.28347557112,105589.5870207784,5415.4906982712155
2013-02-13,113565.44318414868,0.0,1.4417995564338097,206,2013,2,13,2,5.391929796451178,0,97.03,107930.68897410273,109033.61514328796,110728.83869564018,109055.62715731417,110841.65442912391,5438.3426882636695
2013-02-14,110030.92706659058,0.0,1.4233884355526205,186,2013,2,14,3,5.398783420267821,0,97.3,113565.44318414868,114818.91541287114,109033.61514328796,110728.83869564018,107051.42123605608,5357.467420511797
2013-02-15,113807.17872059741,0.0,1.443835606410316,205,2013,2,15,4,5.391830668046253,0,95.95,110030.92706659058,121949.28545563588,114818.91541287114,109033.61514328796,114410.59334664003,5289.192437935192
2013-02-16,126630.27225101074,0.0,1.4980204569632445,263,2013,2,16,5,5.423998861202846,0,95.95,113807.17872059741,111851.77305400233,121949.28545563588,114818.91541287114,125110.56260609473,6818.8513676636
2013-02-17,115306.11568082514,0.0,1.4530380501500402,205,2013,2,17,6,5.447737437213888,0,95.95,126630.27225101074,105462.33503634088,111851.77305400233,121949.28545563588,123337.74825825599,6867.489038754491
2013-02-18,114225.15387971076,0.0,1.4475258034725063,201,2013,2,18,0,5.507956374261154,0,95.95,115306.11568082514,107930.68897410273,105462.33503634088,111851.77305400233,110557.28347557112,5949.099696961906
2013-02-19,110613.22289143993,0.0,1.4295437810426976,186,2013,2,19,1,5.526391006310806,0,96.69,114225.15387971076,113565.44318414868,107930.68897410273,105462.33503634088,109055.62715731417,5526.860899309783
2013-02-20,114578.0896015598,0.0,1.4438927027180897,210,2013,2,20,2,5.533350010251342,0,94.92,110613.22289143993,110030.92706659058,113565.44318414868,107930.68897410273,110728.83869564018,5499.8249482086885
2013-02-21,108444.63524126695,0.0,1.4197814041735732,188,2013,2,21,3,5.522448859688355,0,92.79,114578.0896015598,113807.17872059741,110030.92706659058,113565.44318414868,109033.61514328796,5766.232762894311
2013-02-22,110278.89600614282,0.0,1.4250169723745396,191,2013,2,22,4,5.49820216025699,0,93.12,108444.63524126695,126630.27225101074,113807.17872059741,110030.92706659058,114818.91541287114,6016.33384888903
2013-02-23,119691.81957929094,0.0,1.4736048798793748,222,2013,2,23,5,5.450520443664177,0,93.12,110278.89600614282,115306.11568082514,126630.27225101074,113807.17872059741,121949.28545563588,3814.2164408372096
2013-02-24,119167.47579296671,0.0,1.4702574217432138,224,2013,2,24,6,5.477056083127477,0,93.12,119691.81957929094,114225.15387971076,115306.11568082514,126630.27225101074,111851.77305400233,4387.869463140601
2013-02-25,111713.26542739499,0.0,1.4322407420804166,200,2013,2,25,0,5.459794143187431,0,92.74,119167.47579296671,110613.22289143993,114225.15387971076,115306.11568082514,105462.33503634088,4454.946546297652
2013-02-26,108846.42753733213,0.0,1.4206105786328032,177,2013,2,26,1,5.44765255494897,0,92.63,111713.26542739499,114578.0896015598,110613.22289143993,114225.15387971076,107930.68897410273,4689.514026470775
2013-02-27,111343.89138111159,0.0,1.429671291541509,199,2013,2,27,2,5.425426832551102,0,92.84,108846.42753733213,108444.63524126695,114578.0896015598,110613.22289143993,113565.44318414868,4695.693576139916
2013-02-28,112047.2126672481,0.0,1.440196575886388,185,2013,2,28,3,5.450184092412431,0,92.03,111343.89138111159,110278.89600614282,108444.63524126695,114578.0896015598,110030.92706659058,4323.531601381463
2013-03-01,120323.90963737265,0.0,1.4769281997831933,231,2013,3,1,4,5.519214395823944,0,90.71,112047.2126672481,119691.81957929094,110278.89600614282,108444.63524126695,113807.17872059741,4795.532287779269
2013-03-02,125636.25520983082,0.0,1.5077434173909143,246,2013,3,2,5,5.560065131348147,1,90.71,120323.90963737265,119167.47579296671,119691.81957929094,110278.89600614282,126630.27225101074,6153.870305595077
2013-03-03,130046.28380193753,0.0,1.5229235849181322,252,2013,3,3,6,5.6348253502173495,0,90.71,125636.25520983082,111713.26542739499,119167.47579296671,119691.81957929094,115306.11568082514,8232.657236413213
2013-03-04,117349.00760946465,0.0,1.4659449483575997,208,2013,3,4,0,5.673554714562642,0,90.13,130046.28380193753,108846.42753733213,111713.26542739499,119167.47579296671,114225.15387971076,7881.977082877124
2013-03-05,115058.60707143779,0.0,1.4538264603655953,204,2013,3,5,1,5.716245412039934,0,90.88,117349.00760946465,111343.89138111159,108846.42753733213,111713.26542739499,110613.22289143993,6986.01775349434
2013-03-06,114437.00519878011,0.0,1.4479641603073634,206,2013,3,6,2,5.737501588801724,0,90.47,115058.60707143779,112047.2126672481,111343.89138111159,108846.42753733213,114578.0896015598,6515.6318633148985
2013-03-07,110362.53570574531,0.0,1.4328433743077116,188,2013,3,7,3,5.72592432608489,0,91.53,114437.00519878011,120323.90963737265,112047.2126672481,111343.89138111159,108444.63524126695,6849.495756896036
2013-03-08,113750.88151288031,0.0,1.4437573194179945,207,2013,3,8,4,5.680753842258422,0,92.01,110362.53570574531,125636.25520983082,120323.90963737265,112047.2126672481,110278.89600614282,7088.99512810006
2013-03-09,121214.95224588964,0.0,1.4849016966395587,232,2013,3,9,5,5.650370221461113,0,92.01,113750.88151288031,130046.28380193753,125636.25520983082,120323.90963737265,119691.81957929094,6475.122527442574
2013-03-10,120215.52958714499,0.0,1.4836114556578825,227,2013,3,10,6,5.582812329443792,0,92.01,121214.95224588964,117349.00760946465,130046.28380193753,125636.25520983082,119167.47579296671,3806.428451506949
2013-03-11,112945.08806181782,0.0,1.4420514795878445,200,2013,3,11,0,5.552548169161439,0,92.07,120215.52958714499,115058.60707143779,117349.00760946465,130046.28380193753,111713.26542739499,3919.274289477622
2013-03-12,107305.76982933964,0.0,1.413051580896832,180,2013,3,12,1,5.4992699231809405,0,92.44,112945.08806181782,114437.00519878011,115058.60707143779,117349.00760946465,108846.42753733213,4989.765247072655
2013-03-13,114067.18494938464,0.0,1.443135776104875,206,2013,3,13,2,5.49672848272494,0,92.47,107305.76982933964,110362.53570574531,114437.00519878011,115058.60707143779,111343.89138111159,4990.263185730317
2013-03-14,107929.16050654865,0.0,1.4193507427888006,178,2013,3,14,3,5.480006093439936,0,93.03,114067.18494938464,113750.88151288031,110362.53570574531,114437.00519878011,112047.2126672481,5377.250206875564
2013-03-15,118886.41304261755,0.0,1.4731230396595285,229,2013,3,15,4,5.5152979618924585,0,93.49,107929.16050654865,121214.95224588964,113750.88151288031,110362.53570574531,120323.90963737265,5691.729131616316
2013-03-16,129525.42810479202,0.0,1.5290895629363455,256,2013,3,16,5,5.572408354281627,0,93.49,118886.41304261755,120215.52958714499,121214.95224588964,113750.88151288031,125636.25520983082,7774.474089719474
2013-03-17,126381.9181240392,0.0,1.515141078831026,252,2013,3,17,6,5.614784371605456,0,93.49,129525.42810479202,112945.08806181782,120215.52958714499,121214.95224588964,130046.28380193753,8652.73533495885
2013-03-18,116409.57749102949,0.0,1.464332850320697,209,2013,3,18,0,5.6385926774220785,0,93.71,126381.9181240392,107305.76982933964,112945.08806181782,120215.52958714499,117349.00760946465,8498.526854991078
2013-03-19,112241.76509429347,0.0,1.4448409951340468,192,2013,3,19,1,5.672513313399936,0,92.44,116409.57749102949,114067.18494938464,107305.76982933964,112945.08806181782,115058.60707143779,7707.2342542712395
2013-03-20,119133.70643959733,0.0,1.4634111097233093,216,2013,3,20,2,5.70733093819867,0,93.21,112241.76509429347,107929.16050654865,114067.18494938464,107305.76982933964,114437.00519878011,7520.732146108109
2013-03-21,109339.92716543935,0.0,1.4274295640965653,190,2013,3,21,3,5.717025862872869,0,92.46,119133.70643959733,118886.41304261755,107929.16050654865,114067.18494938464,110362.53570574531,7197.709674756704
2013-03-22,113640.61597413912,0.0,1.4455498054180769,205,2013,3,22,4,5.6809762389931695,0,93.41,109339.92716543935,129525.42810479202,118886.41304261755,107929.16050654865,113750.88151288031,7461.014743338077
2013-03-23,119918.97436097317,0.0,1.4805809170134587,230,2013,3,23,5,5.614959761466169,0,93.41,113640.61597413912,126381.9181240392,129525.42810479202,118886.41304261755,121214.95224588964,5679.069882707054
2013-03-24,121203.03377825473,0.0,1.4852502297113173,241,2013,3,24,6,5.579369968276524,0,93.41,119918.97436097317,116409.57749102949,126381.9181240392,129525.42810479202,120215.52958714499,4405.745836345589
2013-03-25,113966.73629784516,0.0,1.4496323580775332,207,2013,3,25,0,5.562582527766997,0,94.55,121203.03377825473,112241.76509429347,116409.57749102949,126381.9181240392,112945.08806181782,4462.791349288606
2013-03-26,113041.81352709835,0.0,1.4405292570336252,212,2013,3,26,1,5.568080537833277,0,95.99,113966.73629784516,119133.70643959733,112241.76509429347,116409.57749102949,107305.76982933964,4370.702234639721
2013-03-27,113950.36880598123,0.0,1.4429475961612914,214,2013,3,27,2,5.532460141219736,0,96.53,113041.81352709835,109339.92716543935,119133.70643959733,112241.76509429347,114067.18494938464,4134.440716546955
2013-03-28,117038.81004674357,0.0,1.460863187018829,228,2013,3,28,3,5.585367607624146,0,97.24,113950.36880598123,113640.61597413912,109339.92716543935,119133.70643959733,107929.16050654865,3318.6133009443256
2013-03-29,117483.95346029034,0.0,1.4663970389874477,230,2013,3,29,4,5.611779393861751,0,97.24,117038.81004674357,119918.97436097317,113640.61597413912,109339.92716543935,118886.41304261755,3156.1968696703157
2013-03-30,117090.7638811099,0.0,1.4720887338095445,210,2013,3,30,5,5.592343658410919,0,97.24,117483.95346029034,121203.03377825473,119918.97436097317,113640.61597413912,129525.42810479202,2833.674128688116
2013-03-31,119335.17920221781,0.0,1.4792532880477514,231,2013,3,31,6,5.579507581443184,0,97.24,117090.7638811099,113966.73629784516,121203.03377825473,119918.97436097317,126381.9181240392,2333.7819038691387
2013-04-01,120778.55721113188,0.0,1.4820043174755309,246,2013,4,1,0,5.626319072367115,1,97.1,119335.17920221781,113041.81352709835,113966.73629784516,121203.03377825473,116409.57749102949,2736.5050087829654
2013-04-02,118356.8212525402,0.0,1.4692634857674685,227,2013,4,2,1,5.6628443185630095,0,97.23,120778.55721113188,113950.36880598123,113041.81352709835,113966.73629784516,112241.76509429347,2140.6738867330823
2013-04-03,117661.91901472479,0.0,1.4622201022534906,228,2013,4,3,2,5.688350449907629,0,95.02,118356.8212525402,117038.81004674357,113950.36880598123,113041.81352709835,119133.70643959733,1373.9298865094709
2013-04-04,112495.99245049167,0.0,1.4430550105786335,201,2013,4,4,3,5.6571317688261535,0,93.26,117661.91901472479,117483.95346029034,117038.81004674357,113950.36880598123,109339.92716543935,2582.4524848808583
2013-04-05,113939.10701781859,0.0,1.4446602722293436,215,2013,4,5,4,5.632771241856805,0,92.76,112495.99245049167,117090.7638811099,117483.95346029034,117038.81004674357,113640.61597413912,2932.8918945869905
2013-04-06,123024.52056009574,0.0,1.4884172379557599,249,2013,4,6,5,5.673548590594991,0,92.76,113939.10701781859,119335.17920221781,117090.7638811099,117483.95346029034,119918.97436097317,3691.243970844426
2013-04-07,123928.30170258282,0.0,1.496702663407429,262,2013,4,7,6,5.705112971833927,0,92.76,123024.52056009574,120778.55721113188,119335.17920221781,117090.7638811099,121203.03377825473,4332.7286422900315
2013-04-08,115277.50877239216,0.0,1.4549462961124533,213,2013,4,8,0,5.667309235896025,0,93.36,123928.30170258282,118356.8212525402,120778.55721113188,119335.17920221781,113966.73629784516,4370.006744890007
2013-04-09,113068.42302131679,0.0,1.4388937357840255,210,2013,4,9,1,5.630966852713258,0,94.18,115277.50877239216,117661.91901472479,118356.8212525402,120778.55721113188,113041.81352709835,4704.455266170612
2013-04-10,113536.9112069772,0.0,1.4394096107025467,210,2013,4,10,2,5.602619400833413,0,94.59,113068.42302131679,112495.99245049167,117661.91901472479,118356.8212525402,113950.36880598123,4871.37690376728
2013-04-11,112019.5804379778,0.0,1.437852594536546,202,2013,4,11,3,5.5993454514909775,0,93.44,113536.9112069772,113939.10701781859,112495.99245049167,117661.91901472479,117038.81004674357,4938.96638287549
2013-04-12,114364.46289285243,0.0,1.4488497279769825,216,2013,4,12,4,5.602268538127731,1,91.23,112019.5804379778,123024.52056009574,113939.10701781859,112495.99245049167,117483.95346029034,4906.162623755358
2013-04-13,124018.27514438325,0.0,1.4993057084543302,246,2013,4,13,5,5.6090977155672395,0,91.23,114364.46289285243,123928.30170258282,123024.52056009574,113939.10701781859,117090.7638811099,5136.73352022729
2013-04-14,124669.56123127963,0.0,1.4975215962024935,258,2013,4,14,6,5.614191722609055,1,91.23,124018.27514438325,115277.50877239216,123928.30170258282,123024.52056009574,119335.17920221781,5317.4030899226855
2013-04-15,117131.95359421789,0.0,1.4593898956658116,231,2013,4,15,0,5.626935646451283,0,88.75,124669.56123127963,113068.42302131679,115277.50877239216,123928.30170258282,120778.55721113188,5280.332710241706
2013-04-16,117175.85933314302,0.0,1.4638747172511481,214,2013,4,16,1,5.655162345314819,0,88.73,117131.95359421789,113536.9112069772,113068.42302131679,115277.50877239216,118356.8212525402,4994.645710400659
2013-04-17,118584.20258639095,0.0,1.4676984693397195,226,2013,4,17,2,5.689847818935683,0,86.65,117175.85933314302,112019.5804379778,113536.9112069772,113068.42302131679,117661.91901472479,4670.9787072050485
2013-04-18,112781.0163984699,0.0,1.4399136281392462,204,2013,4,18,3,5.695080480364613,0,87.83,118584.20258639095,114364.46289285243,112019.5804379778,113536.9112069772,112495.99245049167,4506.856743713119
2013-04-19,117880.41484358949,0.0,1.4571572212456065,229,2013,4,19,4,5.71924244159731,0,88.04,112781.0163984699,124018.27514438325,114364.46289285243,112019.5804379778,113939.10701781859,4166.612854510349
2013-04-20,126138.25221735645,0.0,1.503435670418786,269,2013,4,20,5,5.733811128703698,0,88.04,117880.41484358949,124669.56123127963,124018.27514438325,114364.46289285243,123024.52056009574,4650.3235154560925
2013-04-21,124890.38744415918,0.0,1.5012431743882242,254,2013,4,21,6,5.735328667756995,1,88.04,126138.25221735645,117131.95359421789,124669.56123127963,124018.27514438325,123928.30170258282,4694.197480108616
2013-04-22,115679.31749584222,0.0,1.4547622477240252,225,2013,4,22,0,5.725346012252612,0,88.81,124890.38744415918,117175.85933314302,117131.95359421789,124669.56123127963,115277.50877239216,4832.277792138296
2013-04-23,113328.37824830643,0.0,1.4400266498232235,223,2013,4,23,1,5.6989057508048235,0,89.21,115679.31749584222,118584.20258639095,117175.85933314302,117131.95359421789,113068.42302131679,5275.301384299632
2013-04-24,113788.01429873946,0.0,1.4380474258091684,226,2013,4,24,2,5.665945881871844,0,91.07,113328.37824830643,112781.0163984699,118584.20258639095,117175.85933314302,113536.9112069772,5561.528087609815
2013-04-25,111314.74471437845,0.0,1.4321975851313795,201,2013,4,25,3,5.6558695213060535,0,93.27,113788.01429873946,117880.41484358949,112781.0163984699,118584.20258639095,112019.5804379778,5803.690224291834
2013-04-26,115272.1460069964,0.0,1.4444207098864252,232,2013,4,26,4,5.637945246060767,0,92.63,111314.74471437845,126138.25221735645,117880.41484358949,112781.0163984699,114364.46289285243,5864.168329500153
2013-04-27,124131.27955477181,0.0,1.4877222409691933,273,2013,4,27,5,5.624153136171926,0,92.63,115272.1460069964,124890.38744415918,126138.25221735645,117880.41484358949,124018.27514438325,5383.804886627071
2013-04-28,123989.3084507434,0.0,1.4910819690156802,267,2013,4,28,6,5.6179608343397165,0,92.63,124131.27955477181,115679.31749584222,124890.38744415918,126138.25221735645,124669.56123127963,5167.768459285909
2013-04-29,116154.597747637,0.0,1.4533050143099244,234,2013,4,29,0,5.621227006113231,1,94.09,123989.3084507434,113328.37824830643,115679.31749584222,124890.38744415918,117131.95359421789,5153.905899340547
2013-04-30,116298.56395130376,0.0,1.4547081671961908,230,2013,4,30,1,5.641638409003617,0,93.22,116154.597747637,113788.01429873946,113328.37824830643,115679.31749584222,117175.85933314302,4932.78644043971
2013-05-01,135014.09211720922,0.0,1.5323935821510335,311,2013,5,1,2,5.787506064920971,1,90.74,116298.56395130376,111314.74471437845,113788.01429873946,113328.37824830643,118584.20258639095,8000.035285997935
2013-05-02,118421.15808794947,0.0,1.4686422998384554,238,2013,5,2,3,5.836342023671699,0,93.7,135014.09211720922,115272.1460069964,111314.74471437845,113788.01429873946,112781.0163984699,7064.375888584584
2013-05-03,120239.51439614232,0.0,1.4728651824889494,257,2013,5,3,4,5.870478258787742,0,95.25,118421.15808794947,124131.27955477181,115272.1460069964,111314.74471437845,117880.41484358949,6588.373484459631
2013-05-04,131334.91688402268,0.0,1.5223808503883491,291,2013,5,4,5,5.919982349947826,0,95.25,120239.51439614232,123989.3084507434,124131.27955477181,115272.1460069964,126138.25221735645,7473.437688903629
2013-05-05,141384.86379132638,0.0,1.5503579332505877,368,2013,5,5,6,6.03952628560152,0,95.25,131334.91688402268,116154.597747637,123989.3084507434,124131.27955477181,124890.38744415918,10219.76443221162
2013-05-06,121455.12012694056,0.0,1.4755951809460157,252,2013,5,6,0,6.075951987100349,0,95.8,141384.86379132638,116298.56395130376,116154.597747637,123989.3084507434,115679.31749584222,9584.23873184033
2013-05-07,116786.42596622455,0.0,1.4529692036081028,245,2013,5,7,1,6.079304621964699,0,95.28,121455.12012694056,135014.09211720922,116298.56395130376,116154.597747637,113328.37824830643,9500.74064033681
2013-05-08,116879.50857584512,0.0,1.4527415673066872,235,2013,5,8,2,5.954682013170037,0,96.24,116786.42596622455,118421.15808794947,135014.09211720922,116298.56395130376,113788.01429873946,9221.2788623329
2013-05-09,113928.36587420608,0.0,1.4414760006381402,219,2013,5,9,3,5.923807111346571,0,96.09,116879.50857584512,120239.51439614232,118421.15808794947,135014.09211720922,111314.74471437845,9795.399394349204
2013-05-10,113996.83438925614,0.0,1.4492426894076076,211,2013,5,10,4,5.88090681167584,0,95.81,113928.36587420608,131334.91688402268,120239.51439614232,118421.15808794947,115272.1460069964,10371.175446574789
2013-05-11,131323.30553230437,0.0,1.5243422818467471,300,2013,5,11,5,5.88082701734588,1,95.81,113996.83438925614,141384.86379132638,131334.91688402268,120239.51439614232,124131.27955477181,10369.48145033344
2013-05-12,121060.80339513691,0.0,1.478425054668421,243,2013,5,12,6,5.741158112234488,1,95.81,131323.30553230437,121455.12012694056,141384.86379132638,131334.91688402268,123989.3084507434,6075.14207853727
2013-05-13,115272.26153519425,0.0,1.4463240300283726,227,2013,5,13,0,5.698668911103709,0,94.76,121060.80339513691,116786.42596622455,121455.12012694056,141384.86379132638,116154.597747637,6166.370275775293
2013-05-14,111608.88460946384,0.0,1.4371606968055188,208,2013,5,14,1,5.663088347064287,0,93.96,115272.26153519425,116879.50857584512,116786.42596622455,121455.12012694056,116298.56395130376,6689.454296620096
2013-05-15,113181.2574680544,0.0,1.4414461549261866,213,2013,5,15,2,5.637673608425301,0,93.95,111608.88460946384,113928.36587420608,116879.50857584512,116786.42596622455,135014.09211720922,6909.707494114342
2013-05-16,109778.77666371306,0.0,1.432808064315588,192,2013,5,16,3,5.609157230772719,0,94.85,113181.2574680544,113996.83438925614,113928.36587420608,116879.50857584512,118421.15808794947,7397.543562770257
2013-05-17,111668.06964428628,0.0,1.445203198819765,208,2013,5,17,4,5.593153734628173,0,95.72,109778.77666371306,131323.30553230437,113996.83438925614,113928.36587420608,120239.51439614232,7584.2968863869255
2013-05-18,128916.10405020678,0.0,1.5161785605415532,278,2013,5,18,5,5.576611213653863,0,95.72,111668.06964428628,121060.80339513691,131323.30553230437,113996.83438925614,131334.91688402268,6802.276618595468
2013-05-19,135879.14355211175,0.0,1.5361768229558568,332,2013,5,19,6,5.678444277763479,0,95.72,128916.10405020678,115272.26153519425,121060.80339513691,131323.30553230437,141384.86379132638,10148.898988633158
2013-05-20,113581.62661233482,0.0,1.4492254349275042,211,2013,5,20,0,5.666826071361026,0,96.29,135879.14355211175,111608.88460946384,115272.26153519425,121060.80339513691,121455.12012694056,10245.496030539447
2013-05-21,109916.65033812242,0.0,1.4306783775760752,203,2013,5,21,1,5.655196874081404,0,95.55,113581.62661233482,113181.2574680544,111608.88460946384,115272.26153519425,116786.42596622455,10434.206839808556
2013-05-22,109563.67497675003,0.0,1.4247806464719173,196,2013,5,22,2,5.630336497962595,0,93.98,109916.65033812242,109778.77666371306,113181.2574680544,111608.88460946384,116879.50857584512,10771.381739137178
2013-05-23,106751.35608442602,0.0,1.414310295967929,184,2013,5,23,3,5.609531771476938,0,94.12,109563.67497675003,111668.06964428628,109778.77666371306,113181.2574680544,113928.36587420608,11165.260787782661
2013-05-24,118579.18727460649,0.0,1.4760722211389343,242,2013,5,24,4,5.657025639026349,1,93.84,106751.35608442602,128916.10405020678,111668.06964428628,109778.77666371306,113996.83438925614,10958.99073459599
2013-05-25,116420.94920466583,0.0,1.4656126537211278,218,2013,5,25,5,5.571157728655387,0,93.84,118579.18727460649,135879.14355211175,128916.10405020678,111668.06964428628,131323.30553230437,9760.33581386514
2013-05-26,126284.4947254917,0.0,1.4973092584962417,281,2013,5,26,6,5.505222375659016,0,93.84,116420.94920466583,113581.62661233482,135879.14355211175,128916.10405020678,121060.80339513691,6651.319773842026
2013-05-27,111637.18483359588,0.0,1.429756287084053,230,2013,5,27,0,5.491859984040644,0,93.84,126284.4947254917,109916.65033812242,113581.62661233482,135879.14355211175,115272.26153519425,6733.36395161698
2013-05-28,110919.85901366726,0.0,1.4332979455671477,213,2013,5,28,1,5.4987541309079635,0,94.65,111637.18483359588,109563.67497675003,109916.65033812242,113581.62661233482,111608.88460946384,6637.874422636297
2013-05-29,111434.97612814003,0.0,1.4362217945226805,205,2013,5,29,2,5.511613893074254,0,93.13,110919.85901366726,106751.35608442602,109563.67497675003,109916.65033812242,113181.2574680544,6449.977742160079
2013-05-30,111367.52334619549,0.0,1.4452668230547063,197,2013,5,30,3,5.543336640138285,0,93.57,111434.97612814003,118579.18727460649,106751.35608442602,109563.67497675003,109778.77666371306,5710.278312437599
2013-05-31,112099.74020092927,0.0,1.4477246383266864,210,2013,5,31,4,5.498809254327259,0,91.93,111367.52334619549,116420.94920466583,118579.18727460649,106751.35608442602,111668.06964428628,5601.946132467706
2013-06-01,134260.21651366138,0.0,1.540452776613823,301,2013,6,1,5,5.621402421463488,0,91.93,112099.74020092927,126284.4947254917,116420.94920466583,118579.18727460649,128916.10405020678,9455.244834791836
2013-06-02,144822.28995544428,0.0,1.568892484438406,368,2013,6,2,6,5.74879593990787,0,91.93,134260.21651366138,111637.18483359588,126284.4947254917,116420.94920466583,135879.14355211175,14026.584426188821
2013-06-03,118851.95484054259,0.0,1.4755535803874074,230,2013,6,3,0,5.79837653590382,0,93.41,144822.28995544428,110919.85901366726,111637.18483359588,126284.4947254917,113581.62661233482,13610.928515818374
2013-06-04,112125.7591219737,0.0,1.4458722342295682,207,2013,6,4,1,5.806663597864748,0,93.36,118851.95484054259,111434.97612814003,110919.85901366726,111637.18483359588,109916.65033812242,13475.885383810542
2013-06-05,111538.21750830857,0.0,1.439405322192039,194,2013,6,5,2,5.807373082596108,0,93.66,112125.7591219737,111367.52334619549,111434.97612814003,110919.85901366726,109563.67497675003,13464.095137574654
2013-06-06,106967.94209978702,0.0,1.4192618926731226,193,2013,6,6,3,5.777138735538681,0,94.71,111538.21750830857,112099.74020092927,111367.52334619549,111434.97612814003,106751.35608442602,14063.004323762558
